Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Количество штук;Изделие;Статус;Изделие.Вид номенклатуры;Заказ-Партия;Нельзя_заменять;Закуп подтвержден;Возможный заказ;Некомплектная_отгрузка;Полная_отгрузка;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
9021;021386;1;2021-01-26 15:22:46.738113;00-00001953;Гайка М24-6h.8.Гл ГОСТ ISO 4032-2014;5.06179197;4.915;0.14679196999999977;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126 от 17.09.2018, Спецификация №30 от 11.12.2020;2021-01-13 00:00:00;0.0;2021-01-12 00:00:00;5.0;"Опора анкерная угловая АУ10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.L.S Про";К производству;Продукция;021386-1;0;1.0;0.0;0;0.0;0.0;0.14679196999999977;0.0;0.0;0.0
9087;021868;1;2021-01-26 15:22:46.738113;00-00011593;Болт М16-6gх55.8.8.ТД5 ГОСТ Р ИСО 4014-2013;418.94285714;0.0;418.94285714;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;4035/У от 28.10.2020, Спецификация №1 (объем января) от 28.10.2020;2020-10-08 00:00:00;0.0;2020-10-07 00:00:00;31.0;Промежуточная опора П110-4В Проект: 11520тм;К производству;Продукция;021868-1;0;1.0;0.0;0;0.0;0.0;418.94285714;0.0;0.0;0.0
9086;021226;1;2021-01-26 15:22:46.738113;00-00000825;Болт М20-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;125.19258496;0.0;125.19258496;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790 от 28.05.2018, Спецификация №38 (1906) от 21.12.2020;0;0.0;0;133.0;"Опора промежуточная П10Г-8М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.273.2.L.S Проект:";К производству;Продукция;021226-1;0;1.0;0.0;0;0.0;0.0;125.19258496;0.0;0.0;0.0
9072;022413;1;2021-01-26 15:22:46.738113;00000000409;Шайба 36 Гл ГОСТ 11371-78;60.65911432;0.0;60.65911432;0.0;0.0;КАПШИН ООО;62/08-20 от 31.08.2020, Спецификация №2 от 24.12.2020;2021-01-16 00:00:00;0.0;2021-01-15 00:00:00;10.0;Опора промежуточная   2ПГ35/110-7.110Т Проект: ОЭМЗ-КР-ТП.ВЛ.35/110/220.002;К производству;Продукция;022413-1;0;1.0;0.0;0;0.0;0.0;60.65911432;0.0;0.0;0.0
9071;021848;1;2021-01-26 15:22:46.738113;00-00011597;Шайба 16 ТД5 ГОСТ 6402-70;3.89495366;0.0;3.89495366;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;4035/У от 28.10.2020, Спецификация №1 (объем января) от 28.10.2020;2020-10-22 00:00:00;0.0;2020-10-22 00:00:00;2.0;Анкерно-угловая опора У110-4+5 Проект: 3078тм;К производству;Продукция;021848-1;0;1.0;0.0;0;0.0;0.0;3.89495366;0.0;0.0;0.0
9068;021345;1;2021-01-26 15:22:46.738113;00-00002226;Болт М12-6gх40.8.8.ТД4 ГОСТ Р ИСО 4014-2013;1.62857143;1.596;0.0;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №54 от 07.09.2020;2020-10-09 00:00:00;0.0;2020-09-22 00:00:00;4.0;"Опора анкерная (концевая) АО10ГИ-1М Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Установка разъединител";К производству;Продукция;021345-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9067;021705;1;2021-01-26 15:22:46.738113;00-00001948;Болт М20-6gх200.5.8.Гл ГОСТ Р ИСО 4014-2013;179.26467559;174.066;0.0;0.0;0.0;КОНТУР ООО;Договор № 82/10-17 от 13.10.2017, Спецификация №3 от 19.08.2020;2020-09-09 00:00:00;0.0;2020-09-08 00:00:00;2.0;Анкерно-угловая опора 1У110-4+10 Проект: 3.407.2-170;К производству;Продукция;021705-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9066;021158;1;2021-01-26 15:22:46.738113;00-00001002;Болт М16-6gх60.8.8.Гл ГОСТ Р ИСО 4014-2013;0.66020408;0.647;0.0;0.0;0.0;ГИДРОЭЛЕКТРОМОНТАЖ ООО;40/06-20 от 18.06.2020, Спецификация №2 от 30.06.2020;2020-09-04 00:00:00;0.0;2020-09-07 00:00:00;1.0;Анкерно-угловая опора    У110-1МТ Проект: 3078тм Проект: 00.296-04-ЭВ7;К производству;Продукция;021158-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9065;021292;5;2021-01-26 15:22:46.738113;00000000030;Шайба 20 Гл ГОСТ 6402-70;6.60350154;5.496;0.0;0.0;0.0;ЛЭП-ЭНЕРГОСЕРВИС ООО;51/07-20 от 15.07.2020, Спецификация №1 от 15.07.2020;2020-11-06 00:00:00;0.0;2020-09-30 00:00:00;28.0;"Комплектная поставка   : Опора промежуточная ПГ35-1,35 для изолированного провода 150 мм2; П";К производству;Продукция;021292-5;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9064;021327;1;2021-01-26 15:22:46.738113;00-00005694;Гайка М20-6h.5.Гл ГОСТ ISO 4032-2014;2.0607621;0.0;0.0;0.0;0.0;ГРУППА РИТЭК АО;МК-1/07-19 от 25.07.2019, Спецификация №б/н от 09.07.2020;0;0.0;0;1.0;Подставка С63, H=5м Проект: 3081тм;Закрыт;Продукция;021327-1;0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0
9063;022253;1;2021-01-26 15:22:46.738113;00-00011601;Болт М16-6gх60.8.8.ТД5 ГОСТ Р ИСО 4014-2013;66.55408163;0.0;66.55408163;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;4035/У от 28.10.2020, Спецификация №февраль от 01.12.2020;2021-01-13 00:00:00;0.0;2021-01-12 00:00:00;9.0;Промежуточная опора П110-3В Проект: 11520тм;К производству;Продукция;022253-1;0;1.0;0.0;0;0.0;0.0;66.55408163;0.0;0.0;0.0
9062;021869;1;2021-01-26 15:22:46.738113;00-00011612;Шайба 20 ТД5 ГОСТ 11371-78;8.3069001;0.0;8.3069001;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;4035/У от 28.10.2020, Спецификация №1 (объем января) от 28.10.2020;2020-10-10 00:00:00;0.0;2020-10-08 00:00:00;2.0;Промежуточная опора П110-4В+4 Проект: 11520тм;К производству;Продукция;021869-1;0;1.0;0.0;0;0.0;0.0;8.3069001;0.0;0.0;0.0
9078;022002;1;2021-01-26 15:22:46.738113;00-00005379;Шпилька по чертежу М36х300.09Г2С-15.бп 3.407.9-146.3-05КМД;153.408;153.408;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790 от 28.05.2018, Спецификация №34 (1277) от 12.10.2020;2020-12-08 00:00:00;0.0;2020-11-20 00:00:00;4.0;Фундамент Ф4.35-4-20/20 Проект: 3.407.9-146 (4 шт.);К производству;Продукция;022002-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9061;021826;1;2021-01-26 15:22:46.738113;00000000415;Шайба 27 Гл ГОСТ 6402-70;15.37590113;0.0;0.0;0.0;1.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19 от 01.10.2019, Спецификация №12 от 18.09.2020;0;0.0;0;1.0;Анкерно-угловая опора У220-3+5 Проект: 3080тм;Закрыт;Продукция;021826-1;0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
9079;021853;1;2021-01-26 15:22:46.738113;00-00011601;Болт М16-6gх60.8.8.ТД5 ГОСТ Р ИСО 4014-2013;8.05510204;0.0;8.05510204;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;4035/У от 28.10.2020, Спецификация №1 (объем января) от 28.10.2020;2020-10-22 00:00:00;0.0;2020-10-20 00:00:00;1.0;Промежуточная опора П110-6В Проект: 11520тм;К производству;Продукция;021853-1;0;1.0;0.0;0;0.0;0.0;8.05510204;0.0;0.0;0.0
9080;021764;1;2021-01-26 15:22:46.738113;00-00002762;Табличка 63х80 12Х18Н10Т;0.02;0.0;0.0;0.0;1.0;ВЕЛЕССТРОЙ ООО;ДКС/У3/000\2019-1714 от 07.02.2019, Спецификация №6 от 11.09.2020;0;0.0;0;1.0;Прожекторная мачта МПУ-21-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001;Закрыт;Продукция;021764-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
9059;021387;1;2021-01-26 15:22:46.738113;00000000414;Шайба 12 Гл ГОСТ 6402-70;0.00411946;0.0;0.00411946;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126 от 17.09.2018, Спецификация №30 от 11.12.2020;2021-01-07 00:00:00;0.0;2021-01-03 00:00:00;1.0;"Опора анкерная (концевая) АО10ГИ-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Подставка повышающая";К производству;Продукция;021387-1;0;1.0;0.0;0;0.0;0.0;0.00411946;0.0;0.0;0.0
9058;021295;1;2021-01-26 15:22:46.738113;00000012594;Зажим клыковый КС-185-1;48.0;0.0;0.0;0.0;0.0;ЛЭП-ЭНЕРГОСЕРВИС ООО;51/07-20 от 15.07.2020, Спецификация №1 от 15.07.2020;2020-11-13 00:00:00;0.0;2020-11-10 00:00:00;3.0;"Комплектная поставка   : Анкерно-угловая опора АУ35ГИ-1Т для изолированного провода 150 мм2;";К производству;Продукция;021295-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9081;021502;1;2021-01-26 15:22:46.738113;00000000404;Шайба 12 Гл ГОСТ 11371-78;0.33779609;0.328;0.0;0.0;0.0;ТАВРИДА ЭЛЕКТРИК ОМСК ООО;02/01-16 от 18.01.2016, Спецификация №92 от 31.07.2020;2020-09-03 00:00:00;0.0;2020-09-02 00:00:00;2.0;Реконструкция   блока Б35-52;К производству;Продукция;021502-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9057;021549;1;2021-01-26 15:22:46.738113;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.71678682;0.696;0.0;0.0;0.0;ВЧНГ АО;2322520/0743Д от 25.08.2020, Спецификация №1 от 25.08.2020;2020-09-24 00:00:00;0.0;2020-08-28 00:00:00;8.0;"Опора анкерная угловая АУО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Кронштейн ВОЛС КНР-90-4 Пр";К производству;Продукция;021549-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9056;022097;1;2021-01-26 15:22:46.738113;00-00002762;Табличка 63х80 12Х18Н10Т;0.08;0.0;0.08;0.0;0.0;ВЧНГ АО;2322520/0981Д от 11.11.2020, Спецификация №1 от 11.11.2020;2020-12-18 00:00:00;0.0;2020-12-09 00:00:00;4.0;"Опора анкерная угловая АУО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя РЛ";К производству;Продукция;022097-1;0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.08
9055;021705;1;2021-01-26 15:22:46.738113;00000006907;Шайба 30 Гл ГОСТ 11371-78;10.82183316;10.508;0.0;0.0;0.0;КОНТУР ООО;Договор № 82/10-17 от 13.10.2017, Спецификация №3 от 19.08.2020;2020-09-09 00:00:00;0.0;2020-09-08 00:00:00;2.0;Анкерно-угловая опора 1У110-4+10 Проект: 3.407.2-170;К производству;Продукция;021705-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9082;021847;1;2021-01-26 15:22:46.738113;00-00011622;Болт М30-6gх85.8.8.ТД5 ГОСТ Р ИСО 4014-2013;100.17713697;0.0;100.17713697;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;4035/У от 28.10.2020, Спецификация №1 (объем января) от 28.10.2020;2020-10-18 00:00:00;0.0;2020-10-12 00:00:00;8.0;Анкерно-угловая опора У110-2 Проект: 3078тм;К производству;Продукция;021847-1;0;1.0;0.0;0;0.0;0.0;100.17713697;0.0;0.0;0.0
9054;021385;1;2021-01-26 15:22:46.738113;00000008702;Шпилька по чертежу Ш-1 М24х350.40Х.Гл ДК10-Ш-1.02;1.24;0.0;1.24;0.0;0.0;ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ ООО;ДП_64025_30915_33126 от 17.09.2018, Спецификация №30 от 11.12.2020;2021-01-08 00:00:00;0.0;2020-12-30 00:00:00;1.0;"Опора анкерная (концевая) А10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.L.S П";К производству;Продукция;021385-1;0;1.0;0.0;0;0.0;0.0;1.24;0.0;0.0;0.0
9083;021934;2;2021-01-26 15:22:46.738113;00-00001950;Болт М20-6gх80.8.8.Гл ГОСТ Р ИСО 4014-2013;122.26570546;118.72;3.5457054600000077;0.0;0.0;ПРОМЖИЛСТРОЙ ООО;94/12-20 от 02.12.2020, Спецификация №1 от 03.12.2020;2020-12-19 00:00:00;0.0;2020-12-15 00:00:00;16.0;Анкерно-угловая опора У35-1+5 Проект: 3078тм;К производству;Продукция;021934-2;0;1.0;0.0;0;0.0;0.0;3.5457054600000077;0.0;0.0;0.0
9052;021850;1;2021-01-26 15:22:46.738113;00-00011603;Болт М20-6gх60.8.8.ТД5 ГОСТ Р ИСО 4014-2013;403.74871267;0.0;403.74871267;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;4035/У от 28.10.2020, Спецификация №1 (объем января) от 28.10.2020;2020-10-15 00:00:00;0.0;2020-10-09 00:00:00;33.0;Промежуточная опора П110-4В Проект: 11520тм;К производству;Продукция;021850-1;0;1.0;0.0;0;0.0;0.0;403.74871267;0.0;0.0;0.0
9084;021657;1;2021-01-26 15:22:46.738113;00-00003674;Болт М16-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;1.40102041;1.373;0.0;0.0;0.0;СТРОЙИНВЕСТ ПСК ООО;ПСК-СИ 325/19 от 01.10.2019, Спецификация №8 от 12.08.2020;2020-09-11 00:00:00;0.0;2020-09-10 00:00:00;1.0;Промежуточная опора   П220-2+5(У) Проект: 3080тм, 2.00.389-АС1;К производству;Продукция;021657-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9051;021494;1;2021-01-26 15:22:46.738113;00-00002294;Гайка М27-6h.8.Гл ГОСТ ISO 4032-2014;167.88362513;163.015;4.8686251300000265;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";"20С3450 от 14.12.2020, Спецификация №1 от 14.12.2020 (для ТПП ""Повнефтегаз"")";2020-12-29 00:00:00;0.0;2020-12-16 00:00:00;5.0;Анкерно-угловая опора 1У110-4+5 Проект: 3.407.2-170;К производству;Продукция;021494-1;0;1.0;0.0;0;0.0;0.0;4.8686251300000265;0.0;0.0;0.0
9049;021495;1;2021-01-26 15:22:46.738113;00-00001087;Болт М20-6gх60.8.8.Гл ГОСТ Р ИСО 4014-2013;14.90422245;14.472;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";"20С3450 от 14.12.2020, Спецификация №1 от 14.12.2020 (для ТПП ""Повнефтегаз"")";2021-01-04 00:00:00;0.0;2020-12-17 00:00:00;1.0;Анкерно-угловая опора 1У110-4+10 Проект: 3.407.2-170;К производству;Продукция;021495-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9020;022077;1;2021-01-26 15:22:46.738113;00-00001086;Болт М16-6gх50.8.8.Гл ГОСТ Р ИСО 4014-2013;3.47755102;3.408;0.0;0.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518 от 23.10.2018, Спецификация №33 (1873) от 10.12.2020;2020-12-21 00:00:00;0.0;2020-12-17 00:00:00;3.0;"Опора анкерная (концевая) АО10ГИ-1Т Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Подставка повышающая П";К производству;Продукция;022077-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9018;021303;1;2021-01-26 15:22:46.738113;00000000030;Шайба 20 Гл ГОСТ 6402-70;0.41915551;0.407;0.0;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;Договор № 3392/У от 31.08.2020, Спецификация №1 от 31.08.2020;2020-10-07 00:00:00;0.0;2020-10-06 00:00:00;1.0;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 3-мя промежуточными площадками (ТС-1, ТС-2;К производству;Продукция;021303-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9017;021473;1;2021-01-26 15:22:46.738113;00000000029;Шайба 24 Гл ГОСТ 11371-78;1.80741504;1.755;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790 от 28.05.2018, Спецификация №34 (1277) от 12.10.2020;2020-11-25 00:00:00;0.0;2020-11-24 00:00:00;9.0;"Опора анкерная угловая АУ10ГУ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Фундамент ФС.219.1.L.S Прое";К производству;Продукция;021473-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9112;021812;1;2021-01-26 15:22:46.738113;00-00011624;Гайка М30-6h.8.ТД5 ГОСТ ISO 4032-2014;15.98764161;0.0;15.98764161;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №56 от 20.11.2020;0;0.0;2021-01-16 00:00:00;2.0;"Опора анкерная (концевая) АО10Г-8УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.002 ; Установка разъединителя";К производству;Продукция;021812-1;0;1.0;0.0;0;0.0;0.0;15.98764161;0.0;0.0;0.0
8989;021173;1;2021-01-26 15:22:46.738113;00-00003675;Болт М27-6gх80.8.8.Гл ГОСТ Р ИСО 4014-2013;56.3161689;54.683;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790 от 28.05.2018, Спецификация №34 (1277) от 12.10.2020;2020-11-12 00:00:00;0.0;2020-11-12 00:00:00;1.0;Анкерно-угловая опора 1У110-4+5 Проект: 3.407.2-170;К производству;Продукция;021173-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
8988;021939;1;2021-01-26 15:22:46.738113;00-00001091;Гайка М42-6h.8.Гл ГОСТ ISO 4032-2014;179.685;0.0;0.0;1.0;0.0;ПРОМЖИЛСТРОЙ ООО;94/12-20 от 02.12.2020, Спецификация №1 от 03.12.2020;2020-12-28 00:00:00;0.0;2020-12-25 00:00:00;9.0;"Фундамент   к опоре У35-1+5, в составе: Балка Б1 (8 шт); Балка Б2 (4 шт), Подкладка М1 (16 ш";К производству;Продукция;021939-1;0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
8987;022183;1;2021-01-26 15:22:46.738113;00000000414;Шайба 12 Гл ГОСТ 6402-70;0.02883625;0.028;0.0;0.0;0.0;ТРЕСТ КХМ АО;94/10-19  от 31.10.2019, Спецификация №7 от 24.11.2020;2020-12-03 00:00:00;0.0;2020-11-27 00:00:00;2.0;Кронштейн   КМ-10  Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.002;К производству;Продукция;022183-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
8985;022000;1;2021-01-26 15:22:46.738113;00-00011601;Болт М16-6gх60.8.8.ТД5 ГОСТ Р ИСО 4014-2013;156.88469388;0.0;156.88469388;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;4035/У от 28.10.2020, Спецификация №1 (объем января) от 28.10.2020;2020-11-03 00:00:00;0.0;2020-11-03 00:00:00;33.0;Промежуточная опора П110-4 Проект: 3078тм;К производству;Продукция;022000-1;0;1.0;0.0;0;0.0;0.0;156.88469388;0.0;0.0;0.0
8984;021832;1;2021-01-26 15:22:46.738113;00-00005694;Гайка М20-6h.5.Гл ГОСТ ISO 4032-2014;174.07723996;169.029;0.0;0.0;0.0;ТРЕСТ КХМ АО;94/10-19  от 31.10.2019, Спецификация №6 от 30.09.2020;2020-10-13 00:00:00;0.0;2020-10-13 00:00:00;7.0;Анкерно-угловая опора 1У220-4+5 Проект: 3.407.2-145;К производству;Продукция;021832-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9113;022101;1;2021-01-26 15:22:46.738113;00000000412;Шайба 16 Гл ГОСТ 6402-70;31.55097837;0.0;31.55097837;0.0;0.0;ГЭМ-САХА ООО;88/11-20 от 06.11.2020, Спецификация №1 от 27.11.2020;2020-12-16 00:00:00;0.0;2020-12-07 00:00:00;23.0;Промежуточная опора П110-5В Проект: 11520тм;К производству;Продукция;022101-1;0;1.0;0.0;0;0.0;0.0;31.550978369999996;0.0;0.0;0.0
9114;021321;1;2021-01-26 15:22:46.738113;00000015522;Зажим прокалывающий ОАЗ-1 с защитными кожухом К3-02;3.0;0.0;0.0;0.0;0.0;ЯМАЛ СПГ ОАО;1016/20-ЯСПГ от 03.08.2020, Спецификация №1 от 03.08.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;Комплектная поставка: Опора анкерная угловая одностоечная повышенная АУОП10ГИ-1 для изолиров;К производству;Продукция;021321-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9115;021768;1;2021-01-26 15:22:46.738113;00-00000831;Гайка М20-6h.8.Гл ГОСТ ISO 4032-2014;0.29454171;0.0;0.0;0.0;1.0;ВЕЛЕССТРОЙ ООО;ДКС/У3/000\2019-1714 от 07.02.2019, Спецификация №6 от 11.09.2020;0;0.0;0;1.0;Прожекторная мачта МПУ-21-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001;Закрыт;Продукция;021768-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
8981;021176;1;2021-01-26 15:22:46.738113;00-00000832;Гайка М30-6h.8.Гл ГОСТ ISO 4032-2014;24.47888774;23.769;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790 от 28.05.2018, Спецификация №34 (1277) от 12.10.2020;2020-11-12 00:00:00;0.0;2020-11-12 00:00:00;1.0;Анкерно-угловая опора 1У110-4+10 Проект: 3.407.2-170;К производству;Продукция;021176-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
8979;022256;1;2021-01-26 15:22:46.738113;00-00014669;Болт М16-6gх50.5.6.ТД5 ГОСТ Р ИСО 4014-2013;1.15918367;0.0;0.0;0.0;0.0;СУРГУТНЕФТЕГАЗ ПАО;4035/У от 28.10.2020, Спецификация №февраль от 01.12.2020;2021-01-24 00:00:00;0.0;2021-01-15 00:00:00;1.0;Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 3-мя промежуточными площадками ТС-1, ТС-2,;К производству;Продукция;022256-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
8977;022114;1;2021-01-26 15:22:46.738113;00-00000825;Болт М20-6gх65.8.8.Гл ГОСТ Р ИСО 4014-2013;33.88671473;32.904;0.0;0.0;0.0;РУДСТРОЙ ООО;92/10-19 от 28.10.2019, Спецификация №2 от 18.11.2020;2020-11-26 00:00:00;0.0;2020-11-25 00:00:00;36.0;Опора промежуточная П10ГИ-1М Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001;К производству;Продукция;022114-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
8976;021173;1;2021-01-26 15:22:46.738113;00-00001083;Болт М14-6gх50.8.8.Гл ГОСТ Р ИСО 4014-2013;2.89183673;2.834;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790 от 28.05.2018, Спецификация №34 (1277) от 12.10.2020;2020-11-12 00:00:00;0.0;2020-11-12 00:00:00;1.0;Анкерно-угловая опора 1У110-4+5 Проект: 3.407.2-170;К производству;Продукция;021173-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
8973;021813;1;2021-01-26 15:22:46.738113;00-00012230;Шпилька по чертежу ШКМ-1 М12х100.09Г2С-12.бп ШКМ-01-КМД;7.12;0.0;7.12;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №57 от 20.11.2020;0;0.0;2021-01-15 00:00:00;4.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;Продукция;021813-1;0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;7.12
8972;021361;1;2021-01-26 15:22:46.738113;00000006907;Шайба 30 Гл ГОСТ 11371-78;1.76725026;1.716;0.0;0.0;0.0;ТОМСКНЕФТЬ-СЕРВИС ООО;10787 (19)П от 24.09.2019, Спецификация №10787(19)П-23311 от 22.07.2020;2020-09-01 00:00:00;0.0;2020-08-28 00:00:00;1.0;"Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления н";К производству;Продукция;021361-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9116;021293;1;2021-01-26 15:22:46.738113;00-00005385;Болт М24-6gх100.8.8.Гл ГОСТ Р ИСО 4014-2013;70.18331617;45.432;0.0;0.0;0.0;ЛЭП-ЭНЕРГОСЕРВИС ООО;51/07-20 от 15.07.2020, Спецификация №1 от 15.07.2020;2020-11-13 00:00:00;0.0;2020-11-10 00:00:00;12.0;"Комплектная поставка   : Опора промежуточная ПГ35-1,35Т для изолированного провода 150 мм2;";К производству;Продукция;021293-1;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
9117;021776;1;2021-01-26 15:22:46.738113;00000000029;Шайба 24 Гл ГОСТ 11371-78;0.53347065;0.0;0.0;0.0;1.0;ВЕЛЕССТРОЙ ООО;ДКС/У3/000\2019-1714 от 07.02.2019, Спецификация №6 от 11.09.2020;0;0.0;0;1.0;Прожекторная мачта МПУ-21-В5 Проект: ОЭМЗ-КР-ТП.ПММ.001;Закрыт;Продукция;021776-1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
9118;021292;5;2021-01-26 15:22:46.738113;00000000412;Шайба 16 Гл ГОСТ 6402-70;6.31513903;5.256;0.0;0.0;0.0;ЛЭП-ЭНЕРГОСЕРВИС ООО;51/07-20 от 15.07.2020, Спецификация №1 от 15.07.2020;2020-11-06 00:00:00;0.0;2020-09-30 00:00:00;28.0;"Комплектная поставка   : Опора промежуточная ПГ35-1,35 для изолированного провода 150 мм2; П";К производству;Продукция;021292-5;0;1.0;0.0;0;1.0;0.0;0.0;0.0;0.0;0.0
